DMS_ID	MSA_path	perc_cov50	Neff/L
RASK_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RASK_HUMAN/RASK_HUMAN_b09/align/RASK_HUMAN_b09.a2m	0.9255	9.056
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b05/align/POLG_DEN26_b05.a2m	0.9989	0.1
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b04/align/HXK4_HUMAN_b04.a2m	0.9613	5.142
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b02/align/HXK4_HUMAN_b02.a2m	0.9591	5.365
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b01/align/HXK4_HUMAN_b01.a2m	0.9591	5.382
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b03/align/RL20_AQUAE_b03.a2m	0.9153	108.976
HXK4_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/HXK4_HUMAN/HXK4_HUMAN_b03/align/HXK4_HUMAN_b03.a2m	0.957	5.224
RBP1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RBP1_MOUSE/RBP1_MOUSE_b02/align/RBP1_MOUSE_b02.a2m	0.7885	145.075
RFAH_ECOL6	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RFAH_ECOL6/RFAH_ECOL6_b06/align/RFAH_ECOL6_b06.a2m	0.9455	98.279
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b09/align/POLG_DEN26_b09.a2m	0.9989	0.092
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b06/align/POLG_DEN26_b06.a2m	0.9989	0.094
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b07/align/POLG_DEN26_b07.a2m	0.9989	0.094
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b08/align/POLG_DEN26_b08.a2m	0.9989	0.094
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b04/align/POLG_DEN26_b04.a2m	0.9989	0.129
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b01/align/POLG_DEN26_b01.a2m	0.9989	0.13
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b02/align/POLG_DEN26_b02.a2m	0.9989	0.13
POLG_DEN26	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/POLG_DEN26/POLG_DEN26_b03/align/POLG_DEN26_b03.a2m	0.9989	0.131
PHOT_CHLRE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PHOT_CHLRE/PHOT_CHLRE_b09/align/PHOT_CHLRE_b09.a2m	0.9237	45.525
PRGK_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PRGK_SALTY/PRGK_SALTY_b03/align/PRGK_SALTY_b03.a2m	0.8545	296.59
RD23A_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RD23A_MOUSE/RD23A_MOUSE_b07/align/RD23A_MOUSE_b07.a2m	0.8636	50.488
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b07/align/RL20_AQUAE_b07.a2m	0.9322	105.496
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b08/align/RL20_AQUAE_b08.a2m	0.9322	108.121
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b09/align/SCIN_STAAN_b09.a2m	0.9714	0.183
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b07/align/SCIN_STAAN_b07.a2m	0.9714	0.198
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b08/align/SCIN_STAAN_b08.a2m	0.9714	0.184
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b05/align/SCIN_STAAN_b05.a2m	0.9714	0.212
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b06/align/SCIN_STAAN_b06.a2m	0.9714	0.212
RPC1_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RPC1_LAMBD/RPC1_LAMBD_b09/align/RPC1_LAMBD_b09.a2m	0.8987	1.959
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b04/align/RL20_AQUAE_b04.a2m	0.9153	108.047
RPC1_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RPC1_LAMBD/RPC1_LAMBD_b08/align/RPC1_LAMBD_b08.a2m	0.903	3.141
RFAH_ECOL6	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RFAH_ECOL6/RFAH_ECOL6_b05/align/RFAH_ECOL6_b05.a2m	0.9455	128.033
Q53Z42_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/Q53Z42_HUMAN/Q53Z42_HUMAN_b09/align/Q53Z42_HUMAN_b09.a2m	0.9918	3.064
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b09/align/RL20_AQUAE_b09.a2m	0.9322	106.639
NUSA_SALTY	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/NUSA_SALTY/NUSA_SALTY_b04/align/NUSA_SALTY_b04.a2m	0.8261	140.645
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b06/align/RL20_AQUAE_b06.a2m	0.9153	107.618
PKN1_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PKN1_MOUSE/PKN1_MOUSE_b03/align/PKN1_MOUSE_b03.a2m	0.8592	11.758
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b05/align/RL20_AQUAE_b05.a2m	0.9153	104.335
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b07/align/SBI_STAAR_b07.a2m	1.0	0.286
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b08/align/SBI_STAAR_b08.a2m	1.0	0.29
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b06/align/SBI_STAAR_b06.a2m	0.9821	0.557
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b09/align/SBI_STAAR_b09.a2m	1.0	0.178
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b05/align/SBI_STAAR_b05.a2m	0.8393	5.734
RPC1_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RPC1_LAMBD/RPC1_LAMBD_b06/align/RPC1_LAMBD_b06.a2m	0.8987	7.604
S22A1_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/S22A1_HUMAN/S22A1_HUMAN_b09/align/S22A1_HUMAN_b09.a2m	0.9783	0.383
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b04/align/SBI_STAAR_b04.a2m	0.8393	24.663
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b04/align/PR40A_HUMAN_b04.a2m	0.8413	34.719
RL20_AQUAE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RL20_AQUAE/RL20_AQUAE_b02/align/RL20_AQUAE_b02.a2m	0.9153	152.083
RPC1_LAMBD	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RPC1_LAMBD/RPC1_LAMBD_b05/align/RPC1_LAMBD_b05.a2m	0.8861	15.817
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b02/align/SCIN_STAAN_b02.a2m	0.8143	133.99
DYR_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/DYR_ECOLI/DYR_ECOLI_b08/align/DYR_ECOLI_b08.a2m	0.9874	93.475
PPARG_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PPARG_HUMAN/PPARG_HUMAN_b05/align/PPARG_HUMAN_b05.a2m	0.7703	1.545
ISDH_STAAW	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ISDH_STAAW/ISDH_STAAW_b01/align/ISDH_STAAW_b01.a2m	0.7455	651.879
ENVZ_ECOLI	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/ENVZ_ECOLI/ENVZ_ECOLI_b08/align/ENVZ_ECOLI_b08.a2m	0.95	66.773
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b01/align/SCIN_STAAN_b01.a2m	0.8286	116.581
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b03/align/SCIN_STAAN_b03.a2m	0.8714	7.806
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b09/align/SOX17_MOUSE_b09.a2m	0.9594	0.138
SHOC2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SHOC2_HUMAN/SHOC2_HUMAN_b08/align/SHOC2_HUMAN_b08.a2m	0.9467	0.204
SHOC2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SHOC2_HUMAN/SHOC2_HUMAN_b07/align/SHOC2_HUMAN_b07.a2m	0.945	0.204
SHOC2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SHOC2_HUMAN/SHOC2_HUMAN_b09/align/SHOC2_HUMAN_b09.a2m	0.9467	0.192
SHOC2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SHOC2_HUMAN/SHOC2_HUMAN_b06/align/SHOC2_HUMAN_b06.a2m	0.9433	0.212
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b08/align/SOX17_MOUSE_b08.a2m	0.8974	0.452
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b07/align/SOX17_MOUSE_b07.a2m	0.8926	0.46
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b06/align/SOX17_MOUSE_b06.a2m	0.8902	0.543
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b09/align/SDA_BACSU_b09.a2m	0.8864	17.027
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b08/align/SDA_BACSU_b08.a2m	0.8864	17.629
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b07/align/SDA_BACSU_b07.a2m	0.8864	17.809
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b06/align/SDA_BACSU_b06.a2m	0.8864	18.145
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b02/align/SDA_BACSU_b02.a2m	0.7955	35.087
SCIN_STAAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SCIN_STAAN/SCIN_STAAN_b04/align/SCIN_STAAN_b04.a2m	0.9714	0.227
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b05/align/SDA_BACSU_b05.a2m	0.8864	18.44
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b04/align/SDA_BACSU_b04.a2m	0.8636	19.168
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b03/align/SDA_BACSU_b03.a2m	0.7955	36.015
SDA_BACSU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SDA_BACSU/SDA_BACSU_b01/align/SDA_BACSU_b01.a2m	0.7727	79.938
RS15_GEOSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RS15_GEOSE/RS15_GEOSE_b09/align/RS15_GEOSE_b09.a2m	1.0	68.542
SHOC2_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SHOC2_HUMAN/SHOC2_HUMAN_b05/align/SHOC2_HUMAN_b05.a2m	0.8969	0.593
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b05/align/SOX17_MOUSE_b05.a2m	0.9021	0.767
SBI_STAAR	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SBI_STAAR/SBI_STAAR_b01/align/SBI_STAAR_b01.a2m	0.8036	357.916
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b04/align/SOX17_MOUSE_b04.a2m	0.8234	2.122
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b03/align/SOX17_MOUSE_b03.a2m	0.8473	2.45
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b05/align/SOX2_MOUSE_b05.a2m	0.8339	4.18
PR40A_HUMAN	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/PR40A_HUMAN/PR40A_HUMAN_b01/align/PR40A_HUMAN_b01.a2m	0.8095	82.908
RS15_GEOSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RS15_GEOSE/RS15_GEOSE_b02/align/RS15_GEOSE_b02.a2m	1.0	139.948
RS15_GEOSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RS15_GEOSE/RS15_GEOSE_b08/align/RS15_GEOSE_b08.a2m	1.0	69.942
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b04/align/SOX2_MOUSE_b04.a2m	0.8276	4.442
SOX17_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX17_MOUSE/SOX17_MOUSE_b02/align/SOX17_MOUSE_b02.a2m	0.8974	3.441
RS15_GEOSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RS15_GEOSE/RS15_GEOSE_b06/align/RS15_GEOSE_b06.a2m	1.0	72.074
RS15_GEOSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RS15_GEOSE/RS15_GEOSE_b07/align/RS15_GEOSE_b07.a2m	1.0	71.285
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b03/align/SOX2_MOUSE_b03.a2m	0.8307	5.125
RS15_GEOSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/RS15_GEOSE/RS15_GEOSE_b05/align/RS15_GEOSE_b05.a2m	1.0	73.362
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b09/align/SOX2_MOUSE_b09.a2m	0.9843	0.651
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b08/align/SOX2_MOUSE_b08.a2m	0.9843	0.797
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b07/align/SOX2_MOUSE_b07.a2m	0.9812	1.193
SOX2_MOUSE	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SOX2_MOUSE/SOX2_MOUSE_b06/align/SOX2_MOUSE_b06.a2m	0.9781	1.441
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b08/align/SPG2_STRSG_daniel_b08.a2m	0.9821	0.39
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b07/align/SPG2_STRSG_daniel_b07.a2m	0.9821	0.461
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b06/align/SPG2_STRSG_daniel_b06.a2m	0.9821	0.499
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b09/align/SPG2_STRSG_daniel_b09.a2m	0.9821	0.257
SPIKE_SARS2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPIKE_SARS2/SPIKE_SARS2_b09/align/SPIKE_SARS2_b09.a2m	1.0	0.006
SPIKE_SARS2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPIKE_SARS2/SPIKE_SARS2_b08/align/SPIKE_SARS2_b08.a2m	1.0	0.008
SPIKE_SARS2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPIKE_SARS2/SPIKE_SARS2_b07/align/SPIKE_SARS2_b07.a2m	1.0	0.008
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b07/align/SPG2_STRSG_b07.a2m	0.9821	0.461
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b08/align/SPG2_STRSG_b08.a2m	0.9821	0.39
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b05/align/SPG2_STRSG_daniel_b05.a2m	0.9821	0.501
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b05/align/SPG2_STRSG_b05.a2m	0.9821	0.501
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b04/align/SPG2_STRSG_daniel_b04.a2m	0.9821	0.555
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b09/align/SPG2_STRSG_b09.a2m	0.9821	0.257
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b04/align/SPG2_STRSG_b04.a2m	0.9821	0.555
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b06/align/SPG2_STRSG_b06.a2m	0.9821	0.499
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b02/align/SPG2_STRSG_b02.a2m	0.8393	7.751
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b02/align/SPG2_STRSG_daniel_b02.a2m	0.8393	7.751
SPIKE_SARS2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPIKE_SARS2/SPIKE_SARS2_b02/align/SPIKE_SARS2_b02.a2m	0.9803	0.466
SPG2_STRSG_daniel	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG_daniel/SPG2_STRSG_daniel_b01/align/SPG2_STRSG_daniel_b01.a2m	0.8214	47.006
SPG2_STRSG	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPG2_STRSG/SPG2_STRSG_b01/align/SPG2_STRSG_b01.a2m	0.8214	47.006
SPIKE_SARS2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPIKE_SARS2/SPIKE_SARS2_b06/align/SPIKE_SARS2_b06.a2m	0.9992	0.03
SPA_STAAU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPA_STAAU/SPA_STAAU_b09/align/SPA_STAAU_b09.a2m	0.9818	0.282
SPA_STAAU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPA_STAAU/SPA_STAAU_b08/align/SPA_STAAU_b08.a2m	0.9818	0.282
SPIKE_SARS2	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPIKE_SARS2/SPIKE_SARS2_b05/align/SPIKE_SARS2_b05.a2m	0.9969	0.03
SPA_STAAU	/n/groups/marks/projects/marks_lab_and_oatml/ProteinGym/EVCouplings/EVCouplings_runs/alignment_runs/SPA_STAAU/SPA_STAAU_b07/align/SPA_STAAU_b07.a2m	0.9818	0.681
